date,Year,Month,Day,Dayscaled,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Dayoff,NewYear,Mon,Tue,Wed,Thr,Fri,Sat,Sun,Level_3_Alert,Outbreak,COVID19,No,,,,
2008/3/21 00:00,2008,3,21,0.666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,196,,,,
2008/3/22 00:00,2008,3,22,0.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,353,,,,
2008/3/23 00:00,2008,3,23,0.733333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,440,,,,
2008/3/24 00:00,2008,3,24,0.766666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,405,,,,
2008/3/25 00:00,2008,3,25,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,298, , , , 
2008/3/26 00:00,2008,3,26,0.833333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,275,¡@,  , , 
2008/3/27 00:00,2008,3,27,0.866666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,344,¡@, , , 
2008/3/28 00:00,2008,3,28,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347,¡@,¡@,¡@, 
2008/3/29 00:00,2008,3,29,0.933333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,346,¡@,¡@¡@,¡@, 
2008/3/30 00:00,2008,3,30,0.966666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,436,¡@,¡@, , 
2008/3/31 00:00,2008,3,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,383,,,,
2008/4/1 00:00,2008,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,329,,,,
2008/4/2 00:00,2008,4,2,0.033333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,325,,,,
2008/4/3 00:00,2008,4,3,0.066666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,365,,,,
2008/4/4 00:00,2008,4,4,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,372,,,,
2008/4/5 00:00,2008,4,5,0.133333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,404,,,,
2008/4/6 00:00,2008,4,6,0.166666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,484,,,,
2008/4/7 00:00,2008,4,7,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,395,,,,
2008/4/8 00:00,2008,4,8,0.233333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322,,,,
2008/4/9 00:00,2008,4,9,0.266666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,312,,,,
2008/4/10 00:00,2008,4,10,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,306,,,,
2008/4/11 00:00,2008,4,11,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,327,,,,
2008/4/12 00:00,2008,4,12,0.366666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,344,,,,
2008/4/13 00:00,2008,4,13,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,407,,,,
2008/4/14 00:00,2008,4,14,0.433333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,358,,,,
2008/4/15 00:00,2008,4,15,0.466666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,364,,,,
2008/4/16 00:00,2008,4,16,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,333,,,,
2008/4/17 00:00,2008,4,17,0.533333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,371,,,,
2008/4/18 00:00,2008,4,18,0.566666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,322,,,,
2008/4/19 00:00,2008,4,19,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,317,,,,
2008/4/20 00:00,2008,4,20,0.633333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,417,,,,
2008/4/21 00:00,2008,4,21,0.666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,348,,,,
2008/4/22 00:00,2008,4,22,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,361,,,,
2008/4/23 00:00,2008,4,23,0.733333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,315,,,,
2008/4/24 00:00,2008,4,24,0.766666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,324,,,,
2008/4/25 00:00,2008,4,25,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,320,,,,
2008/4/26 00:00,2008,4,26,0.833333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,346,,,,
2008/4/27 00:00,2008,4,27,0.866666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,340,,,,
2008/4/28 00:00,2008,4,28,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,347,,,,
2008/4/29 00:00,2008,4,29,0.933333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,325,,,,
2008/4/30 00:00,2008,4,30,0.966666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,316,,,,
2008/5/1 00:00,2008,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,326,,,,
2008/5/2 00:00,2008,5,2,0.033333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,324,,,,
2008/5/3 00:00,2008,5,3,0.066666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,320,,,,
2008/5/4 00:00,2008,5,4,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,391,,,,
2008/5/5 00:00,2008,5,5,0.133333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,396,,,,
2008/5/6 00:00,2008,5,6,0.166666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,333,,,,
2008/5/7 00:00,2008,5,7,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,317,,,,
2008/5/8 00:00,2008,5,8,0.233333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,326,,,,
2008/5/9 00:00,2008,5,9,0.266666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,333,,,,
2008/5/10 00:00,2008,5,10,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,362,,,,
2008/5/11 00:00,2008,5,11,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,428,,,,
2008/5/12 00:00,2008,5,12,0.366666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,393,,,,
2008/5/13 00:00,2008,5,13,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,397,,,,
2008/5/14 00:00,2008,5,14,0.433333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,336,,,,
2008/5/15 00:00,2008,5,15,0.466666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,346,,,,
2008/5/16 00:00,2008,5,16,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,340,,,,
2008/5/17 00:00,2008,5,17,0.533333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,358,,,,
2008/5/18 00:00,2008,5,18,0.566666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,412,,,,
2008/5/19 00:00,2008,5,19,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,391,,,,
2008/5/20 00:00,2008,5,20,0.633333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,313,,,,
2008/5/21 00:00,2008,5,21,0.666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,324,,,,
2008/5/22 00:00,2008,5,22,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,303,,,,
2008/5/23 00:00,2008,5,23,0.733333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,336,,,,
2008/5/24 00:00,2008,5,24,0.766666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,369,,,,
2008/5/25 00:00,2008,5,25,0.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,408,,,,
2008/5/26 00:00,2008,5,26,0.833333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,388,,,,
2008/5/27 00:00,2008,5,27,0.866666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,355,,,,
2008/5/28 00:00,2008,5,28,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,341,,,,
2008/5/29 00:00,2008,5,29,0.933333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,289,,,,
2008/5/30 00:00,2008,5,30,0.966666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,331,,,,
2008/5/31 00:00,2008,5,31,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,342,,,,
2008/6/1 00:00,2008,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,383,,,,
2008/6/2 00:00,2008,6,2,0.033333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,347,,,,
2008/6/3 00:00,2008,6,3,0.066666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,289,,,,
2008/6/4 00:00,2008,6,4,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,270,,,,
2008/6/5 00:00,2008,6,5,0.133333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300,,,,
2008/6/6 00:00,2008,6,6,0.166666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,330,,,,
2008/6/7 00:00,2008,6,7,0.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,353,,,,
2008/6/8 00:00,2008,6,8,0.233333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,443,,,,
2008/6/9 00:00,2008,6,9,0.266666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,386,,,,
2008/6/10 00:00,2008,6,10,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347,,,,
2008/6/11 00:00,2008,6,11,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,332,,,,
2008/6/12 00:00,2008,6,12,0.366666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,312,,,,
2008/6/13 00:00,2008,6,13,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,345,,,,
2008/6/14 00:00,2008,6,14,0.433333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,315,,,,
2008/6/15 00:00,2008,6,15,0.466666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,373,,,,
2008/6/16 00:00,2008,6,16,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,325,,,,
2008/6/17 00:00,2008,6,17,0.533333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,356,,,,
2008/6/18 00:00,2008,6,18,0.566666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,353,,,,
2008/6/19 00:00,2008,6,19,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,353,,,,
2008/6/20 00:00,2008,6,20,0.633333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,345,,,,
2008/6/21 00:00,2008,6,21,0.666666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,405,,,,
2008/6/22 00:00,2008,6,22,0.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,425,,,,
2008/6/23 00:00,2008,6,23,0.733333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,422,,,,
2008/6/24 00:00,2008,6,24,0.766666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,356,,,,
2008/6/25 00:00,2008,6,25,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,345,,,,
2008/6/26 00:00,2008,6,26,0.833333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,348,,,,
2008/6/27 00:00,2008,6,27,0.866666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,356,,,,
2008/6/28 00:00,2008,6,28,0.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,328,,,,
2008/6/29 00:00,2008,6,29,0.933333333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,443,,,,
2008/6/30 00:00,2008,6,30,0.966666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,392,,,,
2008/7/1 00:00,2008,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,335,,,,
2008/7/2 00:00,2008,7,2,0.033333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,332,,,,
2008/7/3 00:00,2008,7,3,0.066666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,349,,,,
2008/7/4 00:00,2008,7,4,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,391,,,,
2008/7/5 00:00,2008,7,5,0.133333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,358,,,,
2008/7/6 00:00,2008,7,6,0.166666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,416,,,,
2008/7/7 00:00,2008,7,7,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,363,,,,
2008/7/8 00:00,2008,7,8,0.233333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347,,,,
2008/7/9 00:00,2008,7,9,0.266666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,333,,,,
2008/7/10 00:00,2008,7,10,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,283,,,,
2008/7/11 00:00,2008,7,11,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,339,,,,
2008/7/12 00:00,2008,7,12,0.366666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,350,,,,
2008/7/13 00:00,2008,7,13,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,359,,,,
2008/7/14 00:00,2008,7,14,0.433333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,360,,,,
2008/7/15 00:00,2008,7,15,0.466666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,302,,,,
2008/7/16 00:00,2008,7,16,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,296,,,,
2008/7/17 00:00,2008,7,17,0.533333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,304,,,,
2008/7/18 00:00,2008,7,18,0.566666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,284,,,,
2008/7/19 00:00,2008,7,19,0.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,358,,,,
2008/7/20 00:00,2008,7,20,0.633333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,372,,,,
2008/7/21 00:00,2008,7,21,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,356,,,,
2008/7/22 00:00,2008,7,22,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,336,,,,
2008/7/23 00:00,2008,7,23,0.733333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,331,,,,
2008/7/24 00:00,2008,7,24,0.766666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,332,,,,
2008/7/25 00:00,2008,7,25,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,326,,,,
2008/7/26 00:00,2008,7,26,0.833333333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,322,,,,
2008/7/27 00:00,2008,7,27,0.866666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,408,,,,
2008/7/28 00:00,2008,7,28,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,324,,,,
2008/7/29 00:00,2008,7,29,0.933333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,305,,,,
2008/7/30 00:00,2008,7,30,0.966666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,322,,,,
2008/7/31 00:00,2008,7,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,310,,,,
2008/8/1 00:00,2008,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,332,,,,
2008/8/2 00:00,2008,8,2,0.033333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,338,,,,
2008/8/3 00:00,2008,8,3,0.066666667,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,393,,,,
2008/8/4 00:00,2008,8,4,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,324,,,,
2008/8/5 00:00,2008,8,5,0.133333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314,,,,
2008/8/6 00:00,2008,8,6,0.166666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,310,,,,
2008/8/7 00:00,2008,8,7,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,303,,,,
2008/8/8 00:00,2008,8,8,0.233333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,292,,,,
2008/8/9 00:00,2008,8,9,0.266666667,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,309,,,,
2008/8/10 00:00,2008,8,10,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,364,,,,
2008/8/11 00:00,2008,8,11,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,325,,,,
2008/8/12 00:00,2008,8,12,0.366666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,289,,,,
2008/8/13 00:00,2008,8,13,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,294,,,,
2008/8/14 00:00,2008,8,14,0.433333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,316,,,,
2008/8/15 00:00,2008,8,15,0.466666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,265,,,,
2008/8/16 00:00,2008,8,16,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,310,,,,
2008/8/17 00:00,2008,8,17,0.533333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,382,,,,
2008/8/18 00:00,2008,8,18,0.566666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,354,,,,
2008/8/19 00:00,2008,8,19,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,324,,,,
2008/8/20 00:00,2008,8,20,0.633333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,331,,,,
2008/8/21 00:00,2008,8,21,0.666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347,,,,
2008/8/22 00:00,2008,8,22,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270,,,,
2008/8/23 00:00,2008,8,23,0.733333333,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,323,,,,
2008/8/24 00:00,2008,8,24,0.766666667,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,374,,,,
2008/8/25 00:00,2008,8,25,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,308,,,,
2008/8/26 00:00,2008,8,26,0.833333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,335,,,,
2008/8/27 00:00,2008,8,27,0.866666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,306,,,,
2008/8/28 00:00,2008,8,28,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,277,,,,
2008/8/29 00:00,2008,8,29,0.933333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,305,,,,
2008/8/30 00:00,2008,8,30,0.966666667,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,290,,,,
2008/8/31 00:00,2008,8,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,368,,,,
2008/9/1 00:00,2008,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,335,,,,
2008/9/2 00:00,2008,9,2,0.033333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,282,,,,
2008/9/3 00:00,2008,9,3,0.066666667,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,300,,,,
2008/9/4 00:00,2008,9,4,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,296,,,,
2008/9/5 00:00,2008,9,5,0.133333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,278,,,,
2008/9/6 00:00,2008,9,6,0.166666667,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,328,,,,
2008/9/7 00:00,2008,9,7,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,380,,,,
2008/9/8 00:00,2008,9,8,0.233333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,358,,,,
2008/9/9 00:00,2008,9,9,0.266666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,263,,,,
2008/9/10 00:00,2008,9,10,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,326,,,,
2008/9/11 00:00,2008,9,11,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,326,,,,
2008/9/12 00:00,2008,9,12,0.366666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,314,,,,
2008/9/13 00:00,2008,9,13,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,337,,,,
2008/9/14 00:00,2008,9,14,0.433333333,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,427,,,,
2008/9/15 00:00,2008,9,15,0.466666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,343,,,,
