No
402.0967712402344
367.80706787109375
358.3853759765625
357.3531188964844
372.1675720214844
382.07098388671875
422.072509765625
376.541663646698
356.371985912323
347.27038168907166
346.68709778785706
359.3299009799957
369.3368318080902
409.4105472564697
361.7047688886523
344.6190393678844
333.5047797448933
331.06194926053286
346.2566958889365
355.2124027684331
395.0339755564928
385.7206382751465
361.01098442077637
350.12497329711914
348.5204782485962
362.1433391571045
371.5662040710449
411.73077964782715
406.8039515018463
379.37450551986694
367.04199039936066
393.1282069683075
407.1217420101166
416.7688002586365
456.8095978498459
338.4659423828125
315.2432861328125
305.40869140625
304.20751953125
318.2462158203125
329.3070068359375
368.8455810546875
420.4208984375
397.948974609375
387.68896484375
454.203857421875
468.66796875
468.317626953125
507.90625
731.9873657226562
708.7146606445312
630.6259765625
629.7000732421875
644.0265502929688
655.6253662109375
694.7510375976562
415.9915771484375
393.1192626953125
392.243408203125
382.984375
397.6236572265625
408.459228515625
447.797607421875
398.21451687812805
384.0129175186157
377.1894636154175
375.927490234375
388.7352981567383
399.23831844329834
438.75411653518677
410.8560981750488
387.76482009887695
378.1265106201172
376.7579879760742
391.4746894836426
402.33059310913086
441.800350189209
397.83167266845703
375.25535011291504
365.9959259033203
364.5812644958496
379.31712532043457
390.33334159851074
429.4574489593506
386.9030418395996
363.9361038208008
354.37364959716797
353.0004348754883
367.8399124145508
378.588680267334
427.2009506225586
367.78204345703125
345.15997314453125
344.7533264160156
343.195556640625
357.9036560058594
359.37384033203125
399.0
380.69776916503906
357.6534118652344
347.9720916748047
346.56134033203125
361.3194885253906
372.3020782470703
411.8406524658203
376.60549545288086
353.6495056152344
344.05577087402344
342.71227264404297
357.42350006103516
368.2301368713379
407.9884567260742
349.8700370788574
327.0477714538574
317.4602928161621
316.0886421203613
330.8819808959961
341.6878356933594
381.36717224121094
343.64599609375
315.1181640625
305.40869140625
304.257568359375
319.072021484375
330.182861328125
369.37109375
345.6542053222656
322.7068176269531
313.0427017211914
311.79773712158203
326.4057388305664
337.35548400878906
376.7501678466797
351.904052734375
328.09332275390625
318.83428955078125
317.82080078125
332.5101318359375
343.48333740234375
382.7091064453125
316.75726318359375
293.60968017578125
283.57489013671875
282.89923095703125
297.58856201171875
309.2374267578125
347.83758544921875
368.1448974609375
345.5728759765625
335.7132568359375
334.12420654296875
353.2303466796875
365.40472412109375
403.8046875
361.7886962890625
339.05401611328125
329.3257751464844
328.31854248046875
343.3144226074219
354.1625061035156
392.8252258300781
384.12298583984375
361.4446105957031
351.4223327636719
350.2461853027344
365.5110778808594
375.7085266113281
414.6840515136719
401.41641998291016
369.78868865966797
359.9321975708008
358.8209571838379
373.8324775695801
384.7259178161621
423.2791557312012
355.16973876953125
332.3036804199219
322.275146484375
321.18658447265625
336.3138427734375
347.1431579589844
386.8694152832031
378.1546630859375
355.0821533203125
344.997314453125
344.0213623046875
359.111083984375
369.771484375
408.8345947265625
383.28466796875
359.86181640625
349.38909912109375
348.38812255859375
363.765625
374.926513671875
414.17730712890625
388.039306640625
364.0909423828125
352.4796142578125
352.25439453125
367.619384765625
377.9794921875
418.51904296875
348.400634765625
326.1539306640625
316.1942138671875
315.168212890625
330.03271484375
340.4678955078125
378.6051025390625
404.94329833984375
383.14703369140625
368.45770263671875
367.68194580078125
382.6027526855469
392.63128662109375
430.94366455078125
362.4080505371094
340.0675048828125
330.0076904296875
329.03173828125
344.146484375
354.41900634765625
392.7751770019531
407.57086181640625
384.72357177734375
374.91400146484375
374.025634765625
388.8150634765625
399.23773193359375
437.6126708984375
371.85789489746094
348.94178771972656
338.2125701904297
337.3930206298828
352.6735534667969
363.02740478515625
401.752685546875
366.90618896484375
344.4905700683594
334.52459716796875
333.74884033203125
348.78851318359375
341.6190185546875
379.81878662109375
377.5126304626465
354.7670021057129
344.5484390258789
343.7257614135742
358.8944664001465
368.95662689208984
407.358154296875
401.9810333251953
377.9396095275879
367.0193853378296
365.7920160293579
380.20471000671387
389.7347106933594
428.35168266296387
376.87841796875
353.755859375
343.4207763671875
342.795166015625
358.210205078125
368.2449951171875
406.857666015625
480.029052734375
449.198974609375
439.13916015625
438.5635986328125
453.6533203125
463.813232421875
501.850341796875
332.1597900390625
309.2874755859375
299.452880859375
298.6771240234375
314.1171875
324.22705078125
362.013916015625
340.90582275390625
318.1961669921875
314.8929443359375
307.05091857910156
322.2688903808594
332.4632110595703
370.6410827636719
364.5515480041504
341.2649621963501
330.42802238464355
329.63212871551514
344.5202865600586
354.87159633636475
392.566575050354
370.9961166381836
348.3787384033203
337.75274658203125
337.32576751708984
352.07140350341797
362.30482482910156
400.6265869140625
337.64013671875
313.6917724609375
301.6300048828125
308.3865966796875
325.1029052734375
335.0626220703125
373.5751953125
378.329833984375
356.29583740234375
346.36114501953125
345.24755859375
359.04852294921875
369.73394775390625
407.8836669921875
345.9795227050781
323.3308639526367
312.67515563964844
312.2606887817383
327.01414489746094
337.57288360595703
375.8524169921875
359.911865234375
337.1146240234375
326.3541259765625
325.9036865234375
340.9683837890625
351.5286865234375
389.791015625
332.0596923828125
309.3375244140625
298.8272705078125
298.20166015625
313.066162109375
298.852294921875
337.0145263671875
362.214111328125
339.8172607421875
330.83349609375
330.9085693359375
342.7451171875
353.205322265625
391.9180908203125
332.88940811157227
313.0028190612793
303.63019847869873
304.11465549468994
319.1629304885864
329.8417081832886
368.16698932647705
350.34403467178345
329.1923441886902
317.9211916923523
317.6907911300659
331.8450298309326
330.0861849784851
380.01614713668823
362.6958312988281
340.6868591308594
330.1390686035156
329.51971435546875
344.5218505859375
355.2385559082031
392.7876892089844
372.2551574707031
354.4252624511719
337.25538635253906
337.04893493652344
351.8008270263672
362.6176300048828
400.21368408203125
345.748046875
323.976806640625
313.6417236328125
313.8419189453125
327.980712890625
338.891357421875
375.7022705078125
367.9447021484375
345.7918395996094
335.20025634765625
335.0313415527344
349.53924560546875
351.4098205566406
397.6737060546875
340.7431640625
318.28531646728516
307.7907028198242
307.76880645751953
322.4769058227539
333.4375991821289
370.66454315185547
306.12188720703125
283.6875
273.26952362060547
273.3805694580078
282.436279296875
359.1595687866211
396.0924758911133
562.209228515625
539.9375
529.477294921875
529.377197265625
543.290771484375
548.04541015625
586.132568359375
397.948974609375
375.9775390625
365.5673828125
365.5673828125
380.08154296875
390.69189453125
427.878173828125
416.5921630859375
394.9710693359375
384.28564453125
384.435791015625
399.250244140625
409.8856201171875
446.896728515625
380.24420166015625
358.0850830078125
348.05029296875
347.81256103515625
364.3912353515625
374.87646484375
411.59979248046875
388.28955078125
365.3671875
355.65771484375
355.407470703125
369.4962158203125
380.2567138671875
417.668212890625
332.8604736328125
309.92559814453125
300.40380859375
300.21612548828125
313.92950439453125
324.31463623046875
362.0889892578125
403.6795654296875
380.3067626953125
370.6973876953125
370.8975830078125
384.1104736328125
394.9210205078125
432.782958984375
329.86692810058594
307.6170959472656
297.43841552734375
297.6042022705078
312.2215881347656
322.83506774902344
359.6647491455078
406.19139099121094
384.0588607788086
373.94274139404297
381.16541290283203
395.82971954345703
399.41759490966797
436.15030670166016
427.978271484375
406.41973876953125
395.546630859375
394.8209228515625
409.7855224609375
420.370849609375
457.807373046875
371.27294921875
349.2264404296875
338.591064453125
338.190673828125
353.605712890625
363.9658203125
401.852783203125
376.8221130371094
354.5128479003906
344.6782531738281
344.9034729003906
359.5615234375
369.9904479980469
406.9890441894531
355.5294647216797
333.27024841308594
317.9959716796875
318.11170959472656
332.97308349609375
343.4395446777344
380.3849639892578
325.56585693359375
303.36920166015625
293.547119140625
293.59716796875
308.561767578125
318.971923828125
355.9580078125
328.86907958984375
306.559814453125
296.43743896484375
296.21221923828125
311.1392822265625
321.774658203125
358.7607421875
393.89501953125
371.373046875
361.9638671875
362.46435546875
377.37890625
387.7890625
424.0244140625
416.2230529785156
394.0138854980469
383.6287536621094
383.1532897949219
398.3556213378906
406.7137756347656
443.8750305175781
388.1362762451172
365.7894744873047
355.8798065185547
355.64520263671875
378.1327667236328
381.17010498046875
418.00604248046875
422.96556854248047
400.5702819824219
390.5980529785156
390.53236389160156
405.6314697265625
415.79920196533203
452.74305725097656
430.080322265625
407.458251953125
398.19921875
398.149169921875
412.963623046875
423.423828125
459.909423828125
432.8392639160156
410.37359619140625
400.9956970214844
401.06451416015625
416.15423583984375
426.2203063964844
463.0061950683594
373.71282958984375
350.99066162109375
341.1185302734375
340.943359375
355.92047119140625
366.1929931640625
403.36676025390625
413.82383728027344
391.12982177734375
381.3390197753906
381.34214782714844
396.447509765625
406.6293182373047
443.7968292236328
414.15228271484375
391.392578125
381.4140930175781
380.84478759765625
395.8531799316406
406.3822021484375
443.85626220703125
420.1659622192383
397.2412528991699
387.52317810058594
387.23070526123047
402.11241149902344
412.1249141693115
449.48831939697266
400.0760498046875
377.2037353515625
367.519287109375
363.5654296875
378.56756591796875
388.7462463378906
425.92626953125
384.94879150390625
362.40179443359375
352.2794189453125
352.96759033203125
367.98223876953125
379.0555419921875
416.07916259765625
409.568904876709
386.88896560668945
377.23814392089844
377.2271957397461
392.1096839904785
402.22893142700195
439.71550369262695
359.8586883544922
337.1177520751953
327.5334014892578
327.43955993652344
342.4166717529297
352.61412048339844
389.85670471191406
395.8656921386719
373.124755859375
363.46533203125
363.35272216796875
378.42054748535156
388.5835876464844
418.28131103515625
429.69557189941406
407.14231872558594
397.5767364501953
397.5204315185547
412.57261657714844
422.7512969970703
460.12525939941406
417.71904373168945
394.9562110900879
385.3163375854492
385.1630630493164
407.0093765258789
410.31338119506836
447.8288879394531
449.0738525390625
425.76361083984375
416.467041015625
415.71630859375
432.33251953125
442.63006591796875
479.14068603515625
414.71533203125
391.89306640625
382.433837890625
382.233642578125
397.89892578125
407.958740234375
444.94482421875
394.6238555908203
360.15272521972656
350.6278076171875
350.6340637207031
366.05535888671875
375.99005126953125
413.20448303222656
347.6749267578125
324.777587890625
315.3433837890625
321.3992919921875
336.589111328125
340.2176513671875
377.8543701171875
409.87623596191406
387.02894592285156
377.63853454589844
377.7761688232422
392.90655517578125
402.74427795410156
440.10572814941406
373.90989685058594
351.0563507080078
341.6753234863281
341.8160858154297
356.8338623046875
366.72789001464844
404.0830841064453
354.556640625
330.43310546875
321.22412109375
322.82568359375
337.64013671875
347.04931640625
385.28662109375
398.1241455078125
375.8524169921875
366.20550537109375
365.45477294921875
380.61956787109375
390.641845703125
428.0283203125
364.316162109375
346.999267578125
332.785400390625
326.82958984375
349.05126953125
357.509521484375
397.49853515625
363.0962219238281
340.0362243652344
330.59576416015625
330.1891174316406
345.297607421875
355.59515380859375
392.7876892089844
346.2735595703125
322.975830078125
313.61669921875
313.21630859375
329.23193359375
339.2166748046875
346.24853515625
359.6866455078125
337.03955078125
327.4552001953125
326.8045654296875
341.04345703125
351.1533203125
388.840087890625
332.5914611816406
309.2561950683594
300.20361328125
299.7781982421875
314.8616638183594
324.7212829589844
361.8575134277344
371.4512481689453
348.4444274902344
339.2604675292969
338.62860107421875
353.92164611816406
364.02838134765625
400.96754455566406
341.9005432128906
318.9500274658203
309.7942199707031
309.0559997558594
324.1957702636719
334.3838348388672
371.06024169921875
348.8698425292969
325.99127197265625
325.1060333251953
318.00848388671875
333.185791015625
343.33319091796875
379.9532928466797
408.759521484375
382.7841796875
376.027587890625
377.929443359375
391.442626953125
401.552490234375
436.886962890625
387.238525390625
364.7666015625
355.5576171875
354.906982421875
370.322021484375
380.531982421875
416.91748046875
363.5404052734375
340.693115234375
331.6092529296875
382.634033203125
397.7237548828125
401.5274658203125
437.988037109375
586.2013854980469
563.2727661132812
554.2076721191406
506.1357727050781
521.3318481445312
528.7703552246094
564.9181213378906
279.8869171142578
256.6861572265625
247.51158142089844
247.04550170898438
262.5137176513672
272.9207458496094
309.0372314453125
309.14984130859375
286.239990234375
276.91839599609375
276.3553466796875
291.545166015625
296.7752685546875
338.07806396484375
241.93426513671875
219.06195068359375
209.57769775390625
209.25238037109375
223.96673583984375
234.95245361328125
271.4005126953125
231.3114013671875
209.71533203125
200.6064453125
200.4312744140625
219.2496337890625
225.2054443359375
265.5948486328125
242.01246643066406
219.43418884277344
210.0688018798828
209.92491149902344
225.39625549316406
235.63436889648438
271.2534942626953
223.2034912109375
200.63772583007812
191.60391235351562
191.4725341796875
206.95013427734375
216.97866821289062
252.30062866210938
231.186279296875
209.0146484375
200.256103515625
199.50537109375
214.52001953125
224.780029296875
259.96435546875
207.33175659179688
184.75347900390625
175.76345825195312
175.46316528320312
191.0721435546875
201.12570190429688
236.41012573242188
260.915283203125
238.893798828125
239.093994140625
242.897705078125
257.8372802734375
265.0443115234375
298.4769287109375
214.80310821533203
192.48602294921875
183.44517135620117
183.12063598632812
198.5825958251953
208.5657730102539
243.6500015258789
204.360107421875
182.2135009765625
172.9544677734375
172.4539794921875
187.9190673828125
198.0289306640625
232.8629150390625
199.50537109375
177.1585693359375
167.56170654296875
167.16131591796875
182.7640380859375
193.1741943359375
228.04571533203125
248.04647827148438
226.26272583007812
216.7471923828125
216.68463134765625
214.02578735351562
223.74777221679688
258.3315124511719
225.54640197753906
203.3341064453125
194.08445739746094
193.36187744140625
208.78317260742188
219.08384704589844
254.27130126953125
258.5639657974243
236.3604679107666
227.55891227722168
227.21619510650635
242.64609241485596
252.9952516555786
287.5066556930542
258.3690490722656
236.27561950683594
227.3856964111328
226.8289031982422
242.2189178466797
252.14735412597656
287.43177795410156
263.40208435058594
241.23045349121094
232.14346313476562
231.37709045410156
246.8265380859375
256.9426574707031
292.4241485595703
284.23881912231445
262.2235908508301
253.0192985534668
252.1551742553711
267.7555503845215
277.70744705200195
313.2499351501465
294.447998046875
272.076171875
262.96728515625
262.016357421875
277.98193359375
287.8916015625
323.42626953125
271.44117736816406
249.3008270263672
240.2419891357422
239.42869567871094
255.0314178466797
262.0101013183594
300.36627197265625
265.7950439453125
243.7954559326172
234.60523986816406
233.8670196533203
249.56045532226562
259.7203674316406
294.6732177734375
292.7713623046875
271.43804931640625
262.2666015625
262.2666015625
276.96844482421875
287.341064453125
322.11248779296875
539.1992797851562
517.3279418945312
508.6131896972656
507.8999938964844
523.3338012695312
533.1371154785156
567.7896728515625
563.3580055236816
541.4694633483887
